date,state,county_identifier,facility_name,jail_id,est_pop_2019,primary_fips,bjs_juris_id,missing_date_ind,total_inmates,new_admissions,new_admissions_smooth,releases,releases_smooth,felony_releases,misd_releases,non_felony_or_misd_releases,releases_has_charge_class,felony_admissions,misd_admissions,non_felony_or_misd_admissions,admissions_has_charge_class,felony_recid_30,felony_recid_60,felony_recid_90,felony_recid_120,felony_recid_150,felony_recid_180,felony_recid_210,misd_recid_30,misd_recid_60,misd_recid_90,misd_recid_120,misd_recid_150,misd_recid_180,misd_recid_210,recid_30,recid_60,recid_90,recid_120,recid_150,recid_180,recid_210,num_felony,num_misd,num_non_felony_or_misd
7/1/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,246,3,3,4,4,1,3,0,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,17,3
7/2/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,242,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,14,3
7/3/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,245,5,5,4,4,1,3,0,4,2,3,0,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,225,17,3
7/4/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,244,3,3,4,4,0,4,0,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,16,3
7/5/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,244,4,4,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,14,3
7/6/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,249,5,5,8,8,2,5,1,8,2,3,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,230,16,3
7/7/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,246,5,5,1,1,1,0,0,1,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,12,2
7/8/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,250,5,5,3,3,0,3,0,3,1,3,1,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,232,15,3
7/9/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,248,1,1,3,3,1,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,12,3
7/10/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,252,7,7,3,3,2,1,0,3,5,2,0,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,237,12,3
7/11/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,251,2,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,12,3
7/12/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,252,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,13,3
7/13/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,256,4,4,6,6,2,4,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,236,17,3
7/14/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,253,3,3,1,1,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235,14,4
7/15/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,254,2,2,4,4,2,2,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,14,4
7/16/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,253,3,3,3,3,2,1,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,14,4
7/17/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,252,2,2,2,2,1,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,13,4
7/18/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,255,5,5,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,15,4
7/19/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,257,2,2,2,2,1,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,17,4
7/20/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,255,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,15,4
7/21/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,254,1,1,3,3,2,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,15,4
7/22/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,253,2,2,4,4,3,1,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,16,4
7/23/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,251,2,2,7,7,3,4,0,7,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,16,4
7/24/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,253,9,9,0,0,0,0,0,0,7,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,14,4
7/25/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,254,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,15,4
7/26/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,259,6,6,4,4,1,3,0,4,4,2,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,239,16,4
7/27/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,257,2,2,2,2,1,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,13,5
7/28/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,256,1,1,2,2,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,13,5
7/29/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,261,7,7,9,9,5,3,1,9,4,3,0,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,241,16,4
7/30/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,256,4,4,3,3,1,2,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,15,3
7/31/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,256,3,3,3,3,2,1,0,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,14,3
8/1/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,255,2,2,1,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,14,3
8/2/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,258,4,4,4,4,1,2,1,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,16,3
8/3/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,258,4,4,3,3,1,2,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,15,2
8/4/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,257,2,2,6,6,4,0,2,6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,14,3
8/5/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,254,3,3,3,3,1,2,0,3,2,1,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,238,15,1
8/6/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,255,4,4,4,4,2,1,1,4,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,14,2
8/7/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,255,4,4,3,3,1,2,0,3,2,1,1,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,238,15,2
8/8/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,255,3,3,1,1,0,1,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,14,2
8/9/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,256,2,2,2,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,15,2
8/10/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,256,2,2,5,5,3,2,0,5,0,2,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,239,15,2
8/11/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,254,3,3,5,5,2,3,0,5,1,2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,237,15,2
8/12/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,252,3,3,8,8,5,3,0,8,1,2,0,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,236,14,2
8/13/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,249,5,5,6,6,2,4,0,6,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,14,2
8/14/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,248,5,5,6,6,1,4,1,6,0,5,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,231,15,2
8/15/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,250,8,8,5,5,0,5,0,5,2,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,17,1
8/16/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,247,2,2,1,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,14,1
8/17/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,252,6,6,8,8,6,2,0,8,3,3,0,6,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,235,16,1
8/18/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,249,5,5,5,5,2,3,0,5,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,17,1
8/19/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,250,6,6,4,4,1,3,0,4,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,18,1
8/20/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,249,3,3,2,2,0,2,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,18,1
8/21/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,256,9,9,11,11,6,5,0,11,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,19,1
8/22/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,14,1
8/23/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,246,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,14,1
8/24/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,248,3,3,3,3,2,1,0,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,15,1
8/25/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,248,3,3,2,2,1,1,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,15,1
8/26/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,252,6,6,4,4,2,2,0,4,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,15,1
8/27/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,254,6,6,7,7,1,6,0,7,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,18,1
8/28/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,251,4,4,12,12,10,2,0,12,2,2,0,4,0,2,6,6,6,6,6,0,0,0,0,0,0,0,0,2,6,6,6,6,6,236,14,1
8/29/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,243,4,4,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,13,1
8/30/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,247,4,4,1,1,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,15,1
8/31/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,246,0,0,5,5,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,230,15,1
9/1/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,245,4,4,1,1,1,0,0,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,13,1
9/2/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,249,5,5,2,2,2,0,0,2,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,14,1
9/3/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,253,6,6,6,6,3,3,0,6,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,15,2
9/4/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,250,3,3,6,6,3,3,0,6,1,2,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,234,14,2
9/5/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,247,3,3,1,1,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,11,2
9/6/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,249,3,3,1,1,0,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,13,2
9/7/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,254,6,6,4,4,0,4,0,4,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,15,2
9/8/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,255,5,5,3,3,0,3,0,3,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,14,2
9/9/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,254,2,2,5,5,4,1,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,13,2
9/10/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,253,4,4,3,3,1,2,0,3,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,15,2
9/11/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,257,7,7,3,3,1,2,0,3,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,16,2
9/12/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,258,4,4,4,4,2,2,0,4,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,14,3
9/13/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,258,4,4,1,1,0,1,0,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,13,3
9/14/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,262,5,5,3,3,2,1,0,3,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,12,4
9/15/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,262,3,3,1,1,0,0,1,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,12,3
9/16/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,267,6,6,7,7,4,3,0,7,2,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,15,3
9/17/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,264,4,4,3,3,3,0,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,12,3
9/18/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,272,11,11,7,7,4,3,0,7,7,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,16,3
9/19/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,271,6,6,1,1,0,1,0,1,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,15,3
9/20/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,278,8,8,3,3,1,2,0,3,5,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,16,4
9/21/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,278,3,3,3,3,2,0,1,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,15,4
9/22/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,276,1,1,4,4,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,15,3
9/23/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,282,10,10,5,5,1,4,0,5,3,6,1,10,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,257,21,4
9/24/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,282,5,5,5,5,2,2,1,5,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,18,4
9/25/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,282,5,5,5,5,2,2,1,5,5,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,263,16,3
9/26/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,284,7,7,4,4,0,4,0,4,3,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,17,4
9/27/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,285,5,5,2,2,0,1,1,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,15,5
9/28/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,285,2,2,8,8,7,0,1,8,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,15,4
9/29/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,279,2,2,7,7,4,3,0,7,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,16,3
9/30/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,281,9,9,8,8,4,4,0,8,4,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,17,4
10/1/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,277,4,4,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,14,4
10/2/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,279,2,2,7,7,5,1,1,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,14,5
10/3/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,275,3,3,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,13,6
10/4/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,279,4,4,2,2,0,1,1,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,14,6
10/5/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,277,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,13,5
10/6/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,276,1,1,3,3,0,1,2,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,258,13,5
10/7/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,280,7,7,2,2,2,0,0,2,5,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,12,5
10/8/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,284,6,6,1,1,1,0,0,1,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,13,5
10/9/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,284,1,1,7,7,6,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,13,5
10/10/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,280,3,3,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,13,5
10/11/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,284,4,4,1,1,0,0,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,15,5
10/12/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,288,5,5,4,4,1,2,1,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,15,4
10/13/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,285,1,1,2,2,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,14,3
10/14/20,GA,Bulloch,Bulloch Co. Jail; Bulloch County Correctional Institution,530,79608,13031,111016016,0,285,2,2,1,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,14,3
